table,gender,tobacco,issue_age,duration,q_sel
t3369,Male,Nonsmoker,37,10,8.6e-4
t3369,Male,Nonsmoker,37,11,9.6e-4
t3369,Male,Nonsmoker,37,12,0.00107
t3369,Male,Nonsmoker,37,13,0.00121
t3369,Male,Nonsmoker,37,14,0.00135
t3369,Male,Nonsmoker,37,15,0.0015
t3369,Male,Nonsmoker,37,16,0.00166
t3369,Male,Nonsmoker,37,17,0.00185
t3369,Male,Nonsmoker,37,18,0.00208
t3369,Male,Nonsmoker,37,19,0.00238
t3369,Male,Nonsmoker,37,20,0.00275
t3369,Male,Nonsmoker,37,21,0.00314
t3369,Male,Nonsmoker,37,22,0.0035
t3369,Male,Nonsmoker,37,23,0.00383
t3369,Male,Nonsmoker,37,24,0.00418
t3369,Male,Nonsmoker,37,25,0.00461
t3369,Male,Nonsmoker,38,1,1.5e-4
t3369,Male,Nonsmoker,38,2,2.4e-4
t3369,Male,Nonsmoker,38,3,3.7e-4
t3369,Male,Nonsmoker,38,4,4.3e-4
t3369,Male,Nonsmoker,38,5,5e-4
t3369,Male,Nonsmoker,38,6,5.8e-4
t3369,Male,Nonsmoker,38,7,6.7e-4
t3369,Male,Nonsmoker,38,8,7.4e-4
t3369,Male,Nonsmoker,38,9,8.3e-4
t3369,Male,Nonsmoker,38,10,9.5e-4
t3369,Male,Nonsmoker,38,11,0.00106
t3369,Male,Nonsmoker,38,12,0.00118
t3369,Male,Nonsmoker,38,13,0.00132
t3369,Male,Nonsmoker,38,14,0.00147
t3369,Male,Nonsmoker,38,15,0.00163
t3369,Male,Nonsmoker,38,16,0.00181
t3369,Male,Nonsmoker,38,17,0.00203
t3369,Male,Nonsmoker,38,18,0.0023
t3369,Male,Nonsmoker,38,19,0.00266
t3369,Male,Nonsmoker,38,20,0.00307
t3369,Male,Nonsmoker,38,21,0.00347
t3369,Male,Nonsmoker,38,22,0.00382
t3369,Male,Nonsmoker,38,23,0.00418
t3369,Male,Nonsmoker,38,24,0.00459
t3369,Male,Nonsmoker,38,25,0.00512
t3369,Male,Nonsmoker,39,1,1.6e-4
t3369,Male,Nonsmoker,39,2,2.8e-4
t3369,Male,Nonsmoker,39,3,4e-4
t3369,Male,Nonsmoker,39,4,4.7e-4
t3369,Male,Nonsmoker,39,5,5.5e-4
t3369,Male,Nonsmoker,39,6,6.4e-4
t3369,Male,Nonsmoker,39,7,7.2e-4
t3369,Male,Nonsmoker,39,8,8e-4
t3369,Male,Nonsmoker,39,9,9.1e-4
t3369,Male,Nonsmoker,39,10,0.00104
t3369,Male,Nonsmoker,39,11,0.00117
t3369,Male,Nonsmoker,39,12,0.00129
t3369,Male,Nonsmoker,39,13,0.00145
t3369,Male,Nonsmoker,39,14,0.00161
t3369,Male,Nonsmoker,39,15,0.00178
t3369,Male,Nonsmoker,39,16,0.00199
t3369,Male,Nonsmoker,39,17,0.00225
t3369,Male,Nonsmoker,39,18,0.00258
t3369,Male,Nonsmoker,39,19,0.00299
t3369,Male,Nonsmoker,39,20,0.00342
t3369,Male,Nonsmoker,39,21,0.00381
t3369,Male,Nonsmoker,39,22,0.00418
t3369,Male,Nonsmoker,39,23,0.00457
t3369,Male,Nonsmoker,39,24,0.00506
t3369,Male,Nonsmoker,39,25,0.00571
t3369,Male,Nonsmoker,40,1,1.8e-4
t3369,Male,Nonsmoker,40,2,3.2e-4
