table,gender,tobacco,issue_age,duration,q_sel
t3365,Male,Nonsmoker,36,14,0.00119
t3365,Male,Nonsmoker,36,15,0.00133
t3365,Male,Nonsmoker,36,16,0.00149
t3365,Male,Nonsmoker,36,17,0.00165
t3365,Male,Nonsmoker,36,18,0.00183
t3365,Male,Nonsmoker,36,19,0.00206
t3365,Male,Nonsmoker,36,20,0.00235
t3365,Male,Nonsmoker,36,21,0.0027
t3365,Male,Nonsmoker,36,22,0.00306
t3365,Male,Nonsmoker,36,23,0.00338
t3365,Male,Nonsmoker,36,24,0.00367
t3365,Male,Nonsmoker,36,25,0.00399
t3365,Male,Nonsmoker,37,1,1.5e-4
t3365,Male,Nonsmoker,37,2,2e-4
t3365,Male,Nonsmoker,37,3,3.2e-4
t3365,Male,Nonsmoker,37,4,3.9e-4
t3365,Male,Nonsmoker,37,5,4.5e-4
t3365,Male,Nonsmoker,37,6,5e-4
t3365,Male,Nonsmoker,37,7,5.9e-4
t3365,Male,Nonsmoker,37,8,6.8e-4
t3365,Male,Nonsmoker,37,9,7.4e-4
t3365,Male,Nonsmoker,37,10,8.2e-4
t3365,Male,Nonsmoker,37,11,9.2e-4
t3365,Male,Nonsmoker,37,12,0.00102
t3365,Male,Nonsmoker,37,13,0.00115
t3365,Male,Nonsmoker,37,14,0.00129
t3365,Male,Nonsmoker,37,15,0.00144
t3365,Male,Nonsmoker,37,16,0.0016
t3365,Male,Nonsmoker,37,17,0.00178
t3365,Male,Nonsmoker,37,18,0.00198
t3365,Male,Nonsmoker,37,19,0.00225
t3365,Male,Nonsmoker,37,20,0.0026
t3365,Male,Nonsmoker,37,21,0.00298
t3365,Male,Nonsmoker,37,22,0.00334
t3365,Male,Nonsmoker,37,23,0.00367
t3365,Male,Nonsmoker,37,24,0.00399
t3365,Male,Nonsmoker,37,25,0.00438
t3365,Male,Nonsmoker,38,1,1.5e-4
t3365,Male,Nonsmoker,38,2,2.2e-4
t3365,Male,Nonsmoker,38,3,3.5e-4
t3365,Male,Nonsmoker,38,4,4.1e-4
t3365,Male,Nonsmoker,38,5,4.8e-4
t3365,Male,Nonsmoker,38,6,5.5e-4
t3365,Male,Nonsmoker,38,7,6.5e-4
t3365,Male,Nonsmoker,38,8,7.1e-4
t3365,Male,Nonsmoker,38,9,8e-4
t3365,Male,Nonsmoker,38,10,9e-4
t3365,Male,Nonsmoker,38,11,0.00101
t3365,Male,Nonsmoker,38,12,0.00112
t3365,Male,Nonsmoker,38,13,0.00126
t3365,Male,Nonsmoker,38,14,0.00141
t3365,Male,Nonsmoker,38,15,0.00156
t3365,Male,Nonsmoker,38,16,0.00173
t3365,Male,Nonsmoker,38,17,0.00193
t3365,Male,Nonsmoker,38,18,0.00218
t3365,Male,Nonsmoker,38,19,0.00251
t3365,Male,Nonsmoker,38,20,0.0029
t3365,Male,Nonsmoker,38,21,0.0033
t3365,Male,Nonsmoker,38,22,0.00366
t3365,Male,Nonsmoker,38,23,0.00399
